u_id,act_strt_dt,brth_estb_yr,gnd_cd,mar_st_cd,ocp_cd,idv_incm_seg_cd,fam_incm_seg_cd,prim_seg_cd,prim_sub_seg_cd,ed_lvl_cd
cst_id055052,2011-04-03 00:00:00,1987.0,2.0,1.0,4.0,6.0,3.0,MI,M1,04
cst_id074302,2016-05-26 00:00:00,1992.0,1.0,1.0,9.0,5.0,7.0,MI,L2,04
cst_id010728,2000-09-28 00:00:00,1962.0,1.0,2.0,4.0,8.0,,PC,C5,03
cst_id021747,2003-04-10 00:00:00,1982.0,2.0,1.0,3.0,5.0,3.0,MI,M3,04
cst_id016791,2001-09-04 00:00:00,1968.0,2.0,1.0,4.0,7.0,5.0,MI,K3,04
cst_id025797,2003-12-29 00:00:00,1980.0,1.0,1.0,4.0,10.0,,LM,01,04
cst_id068001,2014-04-24 00:00:00,1975.0,1.0,1.0,4.0,8.0,7.0,MI,I1,04
cst_id031796,2005-12-15 00:00:00,1969.0,1.0,1.0,9.0,1.0,4.0,MI,M3,03
cst_id041651,2008-06-10 00:00:00,1984.0,1.0,1.0,1.0,9.0,7.0,XS,01,05
cst_id038309,2007-08-24 00:00:00,1984.0,2.0,1.0,4.0,3.0,4.0,MI,M1,04
cst_id030249,2005-06-04 00:00:00,1980.0,2.0,1.0,4.0,1.0,4.0,MI,J2,06
cst_id050820,2010-05-27 00:00:00,1992.0,2.0,1.0,3.0,2.0,3.0,MI,N4,04
cst_id000336,1999-06-17 00:00:00,1956.0,2.0,1.0,5.0,6.0,5.0,PC,B8,05
cst_id013518,1997-11-12 00:00:00,1965.0,1.0,,13.0,2.0,,MI,L3,
cst_id021378,2003-03-06 00:00:00,1979.0,1.0,1.0,9.0,6.0,7.0,MI,L2,05
cst_id031088,2005-09-12 00:00:00,1981.0,2.0,2.0,4.0,3.0,,SM,01,04
cst_id069618,2014-09-29 00:00:00,1981.0,1.0,2.0,1.0,5.0,,MI,M3,04
cst_id040973,2008-04-24 00:00:00,1989.0,2.0,1.0,9.0,5.0,2.0,MI,M3,04
cst_id011678,1998-11-20 00:00:00,1964.0,1.0,2.0,9.0,5.0,,MI,N4,
cst_id074753,2016-07-27 00:00:00,1994.0,2.0,1.0,9.0,4.0,,TC,O1,04
cst_id052808,2010-10-13 00:00:00,1982.0,2.0,2.0,9.0,1.0,7.0,MI,K1,05
cst_id032432,2006-02-28 00:00:00,1975.0,2.0,1.0,4.0,1.0,5.0,MI,J2,04
cst_id075471,2016-11-08 00:00:00,1987.0,2.0,1.0,9.0,5.0,6.0,MI,L2,05
cst_id004685,2001-03-29 00:00:00,1977.0,1.0,2.0,4.0,8.0,,MI,N2,04
cst_id019661,2002-09-02 00:00:00,1978.0,1.0,1.0,9.0,1.0,5.0,MI,K1,04
cst_id001239,2000-10-03 00:00:00,1981.0,1.0,2.0,4.0,8.0,,LM,01,04
cst_id047218,2009-08-29 00:00:00,1984.0,2.0,1.0,9.0,1.0,2.0,MI,N4,04
cst_id039679,2008-01-08 00:00:00,1983.0,1.0,1.0,9.0,1.0,,TC,O5,04
cst_id025139,2003-10-16 00:00:00,1978.0,1.0,2.0,3.0,8.0,5.0,MI,L2,04
cst_id019957,2002-10-08 00:00:00,1959.0,2.0,2.0,1.0,5.0,,MI,K1,05
cst_id023315,2003-05-17 00:00:00,1964.0,2.0,1.0,9.0,5.0,4.0,MI,L2,04
cst_id045801,2009-05-14 00:00:00,1980.0,1.0,1.0,4.0,2.0,6.0,XS,01,04
cst_id018570,2002-05-08 00:00:00,1980.0,2.0,1.0,9.0,4.0,,MI,L2,04
cst_id012569,1997-08-08 00:00:00,1962.0,2.0,1.0,4.0,5.0,5.0,LM,01,03
cst_id018642,2002-05-13 00:00:00,1983.0,2.0,1.0,3.0,5.0,7.0,MI,K1,04
cst_id040285,2008-02-29 00:00:00,1989.0,2.0,2.0,9.0,2.0,,TC,O5,03
cst_id015692,2001-01-04 00:00:00,1982.0,2.0,1.0,3.0,7.0,6.0,MI,L2,05
cst_id029203,2005-02-01 00:00:00,1980.0,1.0,1.0,3.0,6.0,2.0,MI,L2,04
cst_id045265,2009-03-26 00:00:00,1990.0,1.0,1.0,3.0,5.0,3.0,MI,M3,04
cst_id015129,2004-10-27 00:00:00,1978.0,2.0,1.0,4.0,5.0,6.0,SM,01,04
cst_id061617,2012-08-30 00:00:00,1988.0,1.0,1.0,3.0,5.0,3.0,MI,K1,04
cst_id008859,1997-06-16 00:00:00,1980.0,2.0,1.0,9.0,4.0,,MI,N4,02
cst_id049498,2010-02-25 00:00:00,1989.0,1.0,1.0,9.0,1.0,,MI,N4,04
cst_id022133,2003-05-17 00:00:00,1950.0,1.0,2.0,7.0,4.0,,MI,L1,04
cst_id033830,2006-07-25 00:00:00,1978.0,1.0,2.0,4.0,8.0,6.0,SM,01,04
cst_id026881,2004-04-27 00:00:00,1962.0,2.0,2.0,4.0,6.0,5.0,MI,K3,04
cst_id019860,2002-09-25 00:00:00,1968.0,2.0,2.0,12.0,8.0,,MI,K2,04
cst_id037944,2007-07-27 00:00:00,1958.0,2.0,2.0,4.0,1.0,7.0,LM,01,04
cst_id065234,2013-07-12 00:00:00,1991.0,1.0,1.0,9.0,6.0,7.0,MI,M3,05
cst_id028866,2004-12-20 00:00:00,1988.0,2.0,1.0,3.0,7.0,5.0,MI,I3,05
cst_id011627,1989-08-16 00:00:00,1960.0,1.0,1.0,3.0,9.0,7.0,MI,H3,05
cst_id005766,2001-05-04 00:00:00,1980.0,2.0,1.0,3.0,5.0,,MI,M3,04
cst_id030821,2005-08-09 00:00:00,1980.0,2.0,1.0,9.0,4.0,,MI,M3,04
cst_id048920,2010-01-14 00:00:00,1974.0,2.0,1.0,3.0,5.0,,MI,L2,04
cst_id032640,2006-03-22 00:00:00,1984.0,1.0,1.0,9.0,6.0,4.0,MI,K1,04
cst_id041142,2008-05-07 00:00:00,1981.0,1.0,1.0,3.0,3.0,,MI,N4,01
cst_id034783,2006-10-14 00:00:00,1953.0,2.0,2.0,4.0,8.0,,XS,01,04
cst_id053539,2010-12-07 00:00:00,1990.0,2.0,1.0,3.0,3.0,6.0,MI,N4,04
cst_id038844,2007-10-17 00:00:00,1983.0,2.0,1.0,4.0,2.0,6.0,SM,01,05
cst_id069598,2014-09-26 00:00:00,1989.0,2.0,1.0,1.0,,,MI,N4,04
cst_id058361,2011-12-23 00:00:00,1986.0,2.0,1.0,4.0,4.0,2.0,XS,01,04
cst_id010795,1987-02-02 00:00:00,1946.0,2.0,2.0,7.0,8.0,,XS,01,03
cst_id075219,2016-10-06 00:00:00,1993.0,2.0,1.0,3.0,2.0,,TC,O1,04
cst_id003305,1997-07-18 00:00:00,1972.0,1.0,2.0,5.0,7.0,,MI,I3,04
cst_id036149,2007-02-23 00:00:00,1983.0,1.0,1.0,9.0,4.0,,MI,N4,04
cst_id006186,1999-11-19 00:00:00,1964.0,1.0,,3.0,8.0,7.0,MI,H3,05
cst_id005988,1996-11-28 00:00:00,1975.0,2.0,3.0,3.0,7.0,5.0,MI,K1,04
cst_id052847,2010-10-15 00:00:00,1985.0,2.0,1.0,3.0,5.0,,MI,N4,04
cst_id033744,2006-07-15 00:00:00,1978.0,2.0,2.0,1.0,4.0,5.0,MI,K1,04
cst_id052863,2010-10-18 00:00:00,1987.0,2.0,1.0,3.0,4.0,3.0,MI,L2,04
cst_id057907,2011-11-08 00:00:00,1985.0,1.0,1.0,2.0,5.0,7.0,MI,K1,04
cst_id053202,2010-11-10 00:00:00,1976.0,2.0,2.0,1.0,4.0,2.0,MI,M3,05
cst_id070091,2014-11-25 00:00:00,1991.0,1.0,1.0,3.0,6.0,5.0,MI,N4,04
cst_id014392,2001-03-21 00:00:00,1976.0,2.0,1.0,9.0,8.0,4.0,MI,K1,04
cst_id041936,2008-07-16 00:00:00,1976.0,1.0,2.0,3.0,4.0,3.0,MI,M3,04
cst_id022507,2001-01-03 00:00:00,1974.0,1.0,1.0,9.0,8.0,7.0,PC,C7,04
cst_id018118,2002-03-08 00:00:00,1967.0,1.0,1.0,4.0,7.0,,XS,01,04
cst_id033831,2006-07-25 00:00:00,1981.0,1.0,2.0,4.0,5.0,,PC,E1,05
cst_id039673,2008-01-08 00:00:00,1976.0,2.0,1.0,1.0,7.0,4.0,PC,C7,04
cst_id007505,1991-01-01 00:00:00,1974.0,2.0,1.0,7.0,5.0,1.0,MI,M2,04
cst_id055279,2011-04-19 00:00:00,1990.0,2.0,1.0,3.0,4.0,,MI,M3,04
cst_id055668,2011-05-18 00:00:00,1987.0,2.0,1.0,3.0,5.0,,MI,M3,04
cst_id033823,2006-07-23 00:00:00,1980.0,2.0,1.0,9.0,2.0,,MI,N4,04
cst_id014900,1996-08-23 00:00:00,1958.0,1.0,1.0,4.0,7.0,,MI,J2,04
cst_id057809,2011-10-28 00:00:00,1985.0,1.0,1.0,4.0,6.0,,MI,I1,04
cst_id000688,2001-05-23 00:00:00,1979.0,1.0,1.0,9.0,4.0,,MI,L2,04
cst_id033196,2006-05-19 00:00:00,1984.0,1.0,1.0,9.0,4.0,,MI,M3,03
cst_id054328,2011-02-09 00:00:00,1987.0,1.0,1.0,7.0,2.0,,MI,N3,04
cst_id007374,2000-05-29 00:00:00,1975.0,2.0,4.0,3.0,4.0,4.0,MI,M3,05
cst_id053061,2010-11-01 00:00:00,1990.0,2.0,1.0,3.0,4.0,5.0,MI,N4,04
cst_id057728,2011-10-18 00:00:00,1980.0,1.0,1.0,9.0,4.0,,MI,M3,04
cst_id003656,1997-06-26 00:00:00,1982.0,1.0,1.0,3.0,5.0,6.0,MI,M3,05
cst_id059988,2012-05-01 00:00:00,1967.0,1.0,1.0,9.0,7.0,3.0,MI,M3,04
cst_id061749,2012-09-10 00:00:00,1985.0,2.0,2.0,9.0,4.0,2.0,TC,O5,04
cst_id044823,2009-02-20 00:00:00,1987.0,1.0,1.0,4.0,1.0,4.0,MI,K3,04
cst_id011513,1998-09-25 00:00:00,1979.0,2.0,2.0,4.0,9.0,7.0,PC,B5,04
cst_id030451,2005-06-24 00:00:00,1979.0,2.0,1.0,7.0,2.0,5.0,MI,N3,
cst_id011581,1999-06-22 00:00:00,1978.0,2.0,1.0,4.0,7.0,,SM,01,04
cst_id036585,2007-03-27 00:00:00,1967.0,2.0,2.0,4.0,8.0,,PC,D1,04
cst_id027626,2004-07-14 00:00:00,1985.0,2.0,1.0,3.0,3.0,,MI,N4,04
cst_id032258,2006-02-05 00:00:00,1980.0,2.0,1.0,3.0,6.0,6.0,HN,A5,05
cst_id026325,2004-02-25 00:00:00,1975.0,2.0,1.0,3.0,3.0,,MI,N4,04
cst_id074332,2016-06-01 00:00:00,1984.0,2.0,1.0,4.0,9.0,6.0,PC,C5,04
cst_id034073,2006-08-18 00:00:00,1981.0,1.0,1.0,3.0,8.0,7.0,MI,L2,04
cst_id044832,2009-02-21 00:00:00,1986.0,1.0,1.0,9.0,5.0,,MI,M3,04
cst_id070954,2015-03-07 00:00:00,1993.0,2.0,1.0,3.0,5.0,5.0,TC,O1,04
cst_id052239,2010-09-02 00:00:00,1980.0,2.0,1.0,3.0,6.0,6.0,MI,L2,04
cst_id069212,2014-08-17 00:00:00,1991.0,2.0,1.0,9.0,4.0,2.0,MI,N4,04
cst_id049286,2010-02-09 00:00:00,1989.0,2.0,2.0,3.0,9.0,5.0,PC,C3,05
cst_id044077,2008-12-25 00:00:00,1984.0,2.0,1.0,4.0,,5.0,MI,K3,04
cst_id042979,2008-09-21 00:00:00,1981.0,1.0,1.0,9.0,2.0,1.0,MI,L2,04
cst_id026682,2004-04-02 00:00:00,1980.0,1.0,1.0,9.0,5.0,4.0,MI,M3,05
cst_id005518,1999-04-30 00:00:00,1975.0,1.0,1.0,7.0,8.0,,MI,M2,04
cst_id012216,1996-01-15 00:00:00,1973.0,1.0,1.0,3.0,4.0,2.0,MI,N4,04
cst_id048788,2010-01-04 00:00:00,1984.0,2.0,1.0,3.0,6.0,,MI,L2,03
cst_id068501,2014-06-11 00:00:00,1975.0,2.0,2.0,3.0,4.0,2.0,MI,N4,04
cst_id049885,2010-03-22 00:00:00,1985.0,2.0,2.0,3.0,4.0,3.0,MI,N4,04
cst_id066102,2013-10-11 00:00:00,1991.0,2.0,1.0,4.0,5.0,7.0,PC,E1,05
cst_id008326,1995-08-21 00:00:00,1971.0,2.0,2.0,1.0,1.0,4.0,MI,N4,04
cst_id018585,2002-05-08 00:00:00,1979.0,1.0,1.0,9.0,5.0,3.0,MI,M3,04
cst_id061394,2012-08-11 00:00:00,1957.0,2.0,1.0,9.0,7.0,6.0,MI,K1,05
cst_id073947,2016-04-05 00:00:00,1967.0,2.0,1.0,3.0,3.0,,TC,O5,03
cst_id001353,1990-07-02 00:00:00,1954.0,2.0,2.0,4.0,9.0,7.0,PC,B5,04
cst_id022127,2003-05-17 00:00:00,1969.0,1.0,1.0,2.0,6.0,,MI,K1,04
cst_id054655,2011-03-06 00:00:00,1986.0,1.0,1.0,9.0,5.0,2.0,MI,L2,04
cst_id036142,2007-02-23 00:00:00,1981.0,2.0,1.0,4.0,1.0,,XS,01,04
cst_id012580,1995-05-16 00:00:00,1969.0,1.0,2.0,3.0,8.0,6.0,MI,K1,05
cst_id054152,2011-01-26 00:00:00,1983.0,1.0,1.0,9.0,5.0,3.0,MI,M3,04
cst_id006357,2000-11-15 00:00:00,1977.0,2.0,1.0,3.0,7.0,6.0,MI,K1,04
cst_id003368,2003-04-09 00:00:00,1964.0,2.0,1.0,3.0,8.0,,MI,K1,04
cst_id067376,2014-02-26 00:00:00,1979.0,1.0,1.0,9.0,7.0,,MI,K1,04
cst_id012480,2001-02-06 00:00:00,1968.0,1.0,1.0,9.0,1.0,,MI,N4,04
cst_id044225,2009-01-07 00:00:00,1986.0,2.0,1.0,2.0,5.0,3.0,MI,L2,05
cst_id011639,1999-08-26 00:00:00,1966.0,1.0,2.0,3.0,8.0,,MI,K1,04
cst_id033320,2006-05-31 00:00:00,1982.0,2.0,4.0,9.0,4.0,2.0,MI,N4,04
cst_id019865,2002-09-26 00:00:00,1962.0,1.0,2.0,4.0,5.0,3.0,MI,K3,04
cst_id019470,2002-08-07 00:00:00,1976.0,2.0,2.0,9.0,4.0,2.0,MI,M3,03
cst_id030711,2005-07-28 00:00:00,1977.0,2.0,1.0,9.0,4.0,2.0,MI,N4,04
cst_id027047,2004-05-14 00:00:00,1983.0,1.0,1.0,9.0,4.0,2.0,MI,N4,03
cst_id010477,2000-07-10 00:00:00,1973.0,2.0,1.0,3.0,2.0,6.0,MI,L2,05
cst_id009091,2001-03-21 00:00:00,1963.0,2.0,2.0,4.0,10.0,6.0,LM,01,04
cst_id058234,2011-12-14 00:00:00,1986.0,2.0,1.0,4.0,5.0,3.0,MI,I1,04
cst_id035672,2007-01-08 00:00:00,1994.0,1.0,1.0,6.0,4.0,7.0,PC,C8,04
cst_id043459,2008-10-30 00:00:00,1984.0,1.0,1.0,9.0,5.0,,MI,M3,02
cst_id029047,2005-01-13 00:00:00,1985.0,1.0,2.0,7.0,6.0,,MI,L1,04
cst_id041952,2008-06-27 00:00:00,1974.0,2.0,1.0,5.0,8.0,,MI,H4,04
cst_id061438,2012-08-15 00:00:00,1988.0,1.0,1.0,2.0,4.0,,MI,L2,04
cst_id050299,2010-04-23 00:00:00,1981.0,2.0,2.0,9.0,2.0,1.0,MI,N4,04
cst_id052032,2010-08-20 00:00:00,1989.0,2.0,2.0,7.0,1.0,,MI,M2,04
cst_id016991,2001-10-04 00:00:00,1982.0,1.0,1.0,9.0,6.0,,MI,L2,04
cst_id052703,2010-10-06 00:00:00,1985.0,2.0,1.0,2.0,4.0,,MI,N4,05
cst_id069076,2014-07-31 00:00:00,1986.0,2.0,1.0,2.0,5.0,3.0,MI,N4,04
cst_id014930,1995-08-09 00:00:00,1977.0,1.0,1.0,3.0,7.0,,MI,M3,04
cst_id035183,2006-11-21 00:00:00,1969.0,2.0,1.0,4.0,5.0,,MI,M1,04
cst_id005657,2000-11-20 00:00:00,1976.0,2.0,1.0,3.0,3.0,2.0,MI,N4,04
cst_id018780,2002-05-28 00:00:00,1983.0,2.0,3.0,1.0,5.0,,MI,M3,06
cst_id034827,2006-10-18 00:00:00,1970.0,2.0,4.0,4.0,5.0,,MI,N2,04
cst_id005339,1992-11-30 00:00:00,1969.0,1.0,2.0,3.0,8.0,6.0,MI,K1,05
cst_id038079,2007-08-04 00:00:00,1979.0,1.0,1.0,1.0,4.0,7.0,MI,N4,05
cst_id052229,2010-09-02 00:00:00,1983.0,2.0,1.0,3.0,4.0,,MI,N4,03
cst_id029960,2005-05-05 00:00:00,1979.0,1.0,1.0,13.0,4.0,,PC,E4,04
cst_id010364,1998-03-27 00:00:00,1968.0,1.0,2.0,3.0,13.0,6.0,LM,01,05
cst_id009822,2001-03-29 00:00:00,1981.0,2.0,1.0,3.0,5.0,,MI,M3,03
cst_id054963,2011-03-29 00:00:00,1978.0,2.0,2.0,4.0,8.0,6.0,MI,K3,03
cst_id039724,2008-01-13 00:00:00,1984.0,1.0,1.0,9.0,4.0,2.0,MI,N4,04
cst_id022332,2003-05-17 00:00:00,1960.0,1.0,,5.0,5.0,6.0,MI,K1,04
cst_id058365,2011-12-24 00:00:00,1987.0,2.0,1.0,9.0,7.0,,MI,K1,04
cst_id017370,2001-11-29 00:00:00,1971.0,1.0,2.0,3.0,5.0,,MI,L2,02
cst_id037969,2007-07-31 00:00:00,1981.0,1.0,1.0,3.0,4.0,,MI,N4,03
cst_id066454,2013-11-16 00:00:00,1982.0,2.0,2.0,4.0,4.0,,MI,K3,04
cst_id034050,2006-08-17 00:00:00,1981.0,2.0,2.0,9.0,4.0,1.0,MI,M3,04
cst_id012395,2001-04-23 00:00:00,1958.0,2.0,2.0,2.0,7.0,5.0,MI,K1,04
cst_id011653,2001-04-09 00:00:00,1978.0,2.0,1.0,3.0,4.0,3.0,MI,L2,04
cst_id013876,1999-05-07 00:00:00,1971.0,2.0,2.0,7.0,6.0,7.0,MI,M2,04
cst_id021947,2003-04-30 00:00:00,1973.0,2.0,1.0,9.0,5.0,2.0,MI,L2,04
cst_id059949,2012-04-30 00:00:00,1990.0,2.0,3.0,9.0,4.0,1.0,MI,N4,04
cst_id042689,2008-08-25 00:00:00,1986.0,1.0,1.0,3.0,6.0,2.0,MI,K1,04
cst_id032287,2006-02-08 00:00:00,1983.0,2.0,1.0,9.0,8.0,6.0,MI,K1,04
cst_id018881,2002-06-05 00:00:00,1981.0,1.0,1.0,3.0,1.0,3.0,MI,M3,04
cst_id011654,2001-04-09 00:00:00,1979.0,2.0,1.0,3.0,3.0,6.0,MI,L2,04
cst_id052112,2010-08-27 00:00:00,1982.0,1.0,1.0,9.0,5.0,,MI,M3,03
cst_id002979,2000-10-04 00:00:00,1979.0,2.0,2.0,9.0,4.0,2.0,MI,N4,04
cst_id058653,2012-01-18 00:00:00,1974.0,2.0,2.0,4.0,5.0,4.0,MI,M1,03
cst_id003348,2000-12-25 00:00:00,1965.0,2.0,1.0,9.0,6.0,,MI,K1,04
cst_id010441,1995-07-19 00:00:00,1971.0,2.0,1.0,9.0,4.0,3.0,MI,N4,04
cst_id042446,2008-08-05 00:00:00,1980.0,1.0,2.0,4.0,8.0,,MI,I1,04
cst_id053834,2010-12-29 00:00:00,1978.0,1.0,2.0,3.0,6.0,5.0,MI,M3,04
cst_id041963,2008-06-28 00:00:00,1979.0,1.0,1.0,3.0,5.0,4.0,MI,N4,04
cst_id044584,2009-02-03 00:00:00,1989.0,1.0,1.0,9.0,6.0,,MI,L2,04
cst_id019567,2002-08-20 00:00:00,1977.0,2.0,1.0,3.0,4.0,,MI,N4,04
cst_id027488,2004-07-02 00:00:00,1972.0,1.0,1.0,4.0,4.0,5.0,MI,M1,05
cst_id047386,2009-09-10 00:00:00,1972.0,1.0,2.0,9.0,8.0,7.0,MI,K1,05
cst_id035457,2006-12-15 00:00:00,1974.0,2.0,1.0,3.0,5.0,5.0,MI,L2,04
cst_id037385,2007-06-01 00:00:00,1987.0,2.0,1.0,9.0,4.0,,MI,N4,04
cst_id037934,2007-08-06 00:00:00,1981.0,1.0,2.0,4.0,7.0,6.0,SM,01,04
cst_id046687,2009-07-16 00:00:00,1986.0,1.0,1.0,9.0,5.0,,MI,M3,04
cst_id043892,2008-12-08 00:00:00,1982.0,2.0,1.0,9.0,4.0,2.0,MI,M3,04
cst_id026947,2004-05-05 00:00:00,1975.0,1.0,2.0,9.0,7.0,6.0,MI,L2,04
cst_id019473,2002-08-08 00:00:00,1976.0,1.0,1.0,3.0,4.0,4.0,MI,N4,04
cst_id059643,2012-04-04 00:00:00,1994.0,2.0,1.0,3.0,5.0,,TC,O1,04
cst_id026866,2004-04-26 00:00:00,1982.0,2.0,2.0,9.0,4.0,6.0,MI,N4,04
cst_id014722,2001-03-23 00:00:00,1960.0,1.0,2.0,4.0,9.0,7.0,SM,01,04
cst_id024407,2003-07-30 00:00:00,1969.0,2.0,2.0,9.0,6.0,6.0,MI,L2,04
cst_id028490,2004-10-28 00:00:00,1977.0,2.0,1.0,4.0,7.0,3.0,XS,01,04
cst_id027458,2004-06-29 00:00:00,1981.0,2.0,1.0,9.0,4.0,,MI,N4,04
cst_id046412,2009-06-24 00:00:00,1986.0,1.0,1.0,9.0,6.0,6.0,MI,K1,04
cst_id026268,2004-02-18 00:00:00,1979.0,1.0,1.0,3.0,8.0,7.0,MI,L2,05
cst_id014662,2000-03-17 00:00:00,1984.0,2.0,2.0,4.0,7.0,3.0,PC,D1,04
cst_id026455,2004-03-11 00:00:00,1980.0,2.0,1.0,4.0,8.0,7.0,MI,K3,04
cst_id011281,2000-03-23 00:00:00,1979.0,2.0,1.0,3.0,6.0,6.0,MI,K1,05
cst_id063918,2013-03-25 00:00:00,1987.0,2.0,1.0,3.0,8.0,3.0,MI,K1,05
cst_id025259,2003-10-30 00:00:00,1984.0,2.0,2.0,9.0,4.0,,MI,M3,03
cst_id039810,2008-01-22 00:00:00,1985.0,2.0,1.0,4.0,1.0,1.0,XS,01,04
cst_id002219,1988-07-04 00:00:00,1964.0,2.0,2.0,4.0,7.0,,LM,01,04
cst_id014735,2000-02-01 00:00:00,1962.0,1.0,2.0,4.0,4.0,,MI,J2,04
cst_id028018,2004-09-06 00:00:00,1975.0,1.0,1.0,7.0,4.0,6.0,MI,N3,04
cst_id031995,2006-01-05 00:00:00,1972.0,1.0,2.0,4.0,1.0,1.0,MI,J2,04
cst_id045406,2009-04-04 00:00:00,1964.0,2.0,4.0,4.0,9.0,,SM,01,04
cst_id061097,2012-07-18 00:00:00,1986.0,2.0,1.0,9.0,1.0,1.0,TC,O5,04
cst_id060785,2012-06-27 00:00:00,1957.0,2.0,1.0,9.0,7.0,7.0,MI,H3,05
cst_id038703,2007-10-03 00:00:00,1976.0,1.0,2.0,3.0,2.0,2.0,MI,M3,04
cst_id056639,2011-07-23 00:00:00,1977.0,2.0,2.0,3.0,2.0,4.0,MI,N4,04
cst_id053306,2010-11-19 00:00:00,1986.0,2.0,1.0,3.0,5.0,,MI,M3,04
cst_id070163,2014-12-02 00:00:00,1988.0,1.0,1.0,3.0,5.0,1.0,MI,M3,04
cst_id005154,2000-03-07 00:00:00,1972.0,2.0,1.0,9.0,2.0,,MI,K1,
cst_id051090,2010-06-12 00:00:00,1983.0,2.0,1.0,9.0,4.0,2.0,MI,K1,04
cst_id027390,2004-06-21 00:00:00,1988.0,1.0,2.0,4.0,5.0,7.0,PC,C5,
cst_id007417,2000-11-08 00:00:00,1981.0,2.0,1.0,9.0,4.0,4.0,MI,N4,03
cst_id034661,2006-10-03 00:00:00,1981.0,2.0,2.0,4.0,5.0,4.0,MI,M1,04
cst_id016061,2001-06-01 00:00:00,1981.0,2.0,1.0,9.0,6.0,,MI,L2,05
cst_id041001,2008-04-28 00:00:00,1974.0,1.0,2.0,3.0,5.0,3.0,MI,L2,04
cst_id027883,2004-08-19 00:00:00,1985.0,2.0,2.0,9.0,4.0,3.0,MI,L2,04
cst_id005562,2001-03-23 00:00:00,1971.0,2.0,1.0,9.0,6.0,,MI,I3,04
cst_id070781,2015-02-14 00:00:00,1975.0,1.0,2.0,5.0,6.0,4.0,MI,K2,03
cst_id022195,2003-05-17 00:00:00,1965.0,2.0,1.0,1.0,5.0,5.0,MI,K1,05
cst_id034327,2006-09-13 00:00:00,1972.0,1.0,1.0,3.0,6.0,,MI,K1,05
cst_id007594,1998-04-29 00:00:00,1964.0,1.0,1.0,3.0,5.0,,MI,K1,04
cst_id069483,2014-09-12 00:00:00,1975.0,1.0,1.0,12.0,5.0,,MI,K2,02
cst_id010649,1994-11-18 00:00:00,1978.0,1.0,1.0,4.0,6.0,,MI,J2,04
cst_id045507,2009-04-17 00:00:00,1986.0,1.0,1.0,9.0,1.0,4.0,TC,O5,04
cst_id040912,2008-04-18 00:00:00,1983.0,2.0,1.0,4.0,5.0,2.0,MI,J2,04
cst_id046564,2009-07-05 00:00:00,1984.0,2.0,1.0,7.0,4.0,4.0,MI,N3,04
cst_id053280,2010-11-17 00:00:00,1971.0,1.0,2.0,3.0,4.0,,MI,N4,03
cst_id028916,2004-12-27 00:00:00,1963.0,2.0,2.0,4.0,6.0,4.0,MI,J2,04
cst_id001957,2003-05-29 00:00:00,1959.0,2.0,,13.0,4.0,,XS,01,
cst_id000126,2001-02-22 00:00:00,1965.0,1.0,1.0,4.0,8.0,6.0,SM,01,05
cst_id014026,2000-11-03 00:00:00,1971.0,2.0,2.0,3.0,1.0,6.0,MI,M3,04
cst_id032708,2006-03-27 00:00:00,1986.0,2.0,1.0,3.0,6.0,6.0,MI,L2,04
cst_id018535,2002-05-02 00:00:00,1980.0,2.0,1.0,13.0,5.0,,MI,L3,04
cst_id005607,2000-08-28 00:00:00,1977.0,2.0,1.0,9.0,6.0,6.0,MI,K1,04
cst_id049328,2010-02-12 00:00:00,1979.0,1.0,2.0,3.0,7.0,3.0,MI,K1,05
cst_id051800,2010-08-01 00:00:00,1986.0,1.0,1.0,3.0,5.0,,MI,M3,04
cst_id030253,2005-06-05 00:00:00,1979.0,1.0,1.0,9.0,4.0,,MI,N4,04
cst_id041394,2008-05-24 00:00:00,1983.0,2.0,2.0,1.0,6.0,5.0,MI,K1,04
cst_id058518,2012-01-06 00:00:00,1985.0,2.0,1.0,9.0,4.0,5.0,MI,N4,04
cst_id073564,2016-02-08 00:00:00,1986.0,1.0,1.0,3.0,6.0,,MI,M3,04
cst_id027531,2004-07-06 00:00:00,1981.0,2.0,1.0,4.0,4.0,4.0,MI,J2,04
cst_id038927,2007-10-25 00:00:00,1978.0,1.0,1.0,9.0,4.0,,MI,N4,04
cst_id035275,2006-11-27 00:00:00,1983.0,2.0,1.0,5.0,4.0,,MI,N5,04
cst_id025986,2004-01-19 00:00:00,1979.0,1.0,2.0,9.0,7.0,3.0,MI,I3,04
cst_id018885,2002-06-05 00:00:00,1968.0,2.0,3.0,4.0,8.0,5.0,MI,I1,04
cst_id012056,1999-04-30 00:00:00,1977.0,2.0,1.0,3.0,5.0,,MI,K1,04
cst_id012769,2000-02-18 00:00:00,1967.0,1.0,1.0,4.0,9.0,,LM,01,04
cst_id072836,2015-10-30 00:00:00,1973.0,2.0,2.0,4.0,4.0,2.0,MI,N2,02
cst_id057816,2011-10-28 00:00:00,1988.0,2.0,1.0,9.0,7.0,2.0,MI,K1,04
cst_id042584,2008-08-14 00:00:00,1981.0,2.0,1.0,3.0,6.0,3.0,MI,L2,04
cst_id035044,2006-11-03 00:00:00,1977.0,2.0,1.0,3.0,2.0,2.0,MI,N4,04
cst_id065378,2013-07-27 00:00:00,1985.0,2.0,1.0,9.0,6.0,,MI,L2,05
cst_id054816,2011-03-18 00:00:00,1976.0,1.0,1.0,9.0,4.0,2.0,MI,L2,04
