u_id,cc_cst_no
cst_id002362,cc_cst_no011951
cst_id001231,cc_cst_no022053
cst_id010719,cc_cst_no035381
cst_id010719,cc_cst_no064582
cst_id017517,cc_cst_no048072
cst_id020992,cc_cst_no060287
cst_id031500,cc_cst_no010354
cst_id042070,cc_cst_no040901
cst_id040896,cc_cst_no012918
cst_id020587,cc_cst_no066124
cst_id020587,cc_cst_no037932
cst_id054088,cc_cst_no052810
cst_id008799,cc_cst_no019615
cst_id008799,cc_cst_no058758
cst_id049563,cc_cst_no018305
cst_id027238,cc_cst_no041664
cst_id012795,cc_cst_no045983
cst_id012795,cc_cst_no068421
cst_id001927,cc_cst_no019454
cst_id006290,cc_cst_no005541
cst_id009396,cc_cst_no068072
cst_id009396,cc_cst_no044747
cst_id029004,cc_cst_no028951
cst_id040565,cc_cst_no065350
cst_id040565,cc_cst_no037008
cst_id050530,cc_cst_no060293
cst_id047912,cc_cst_no030912
cst_id033254,cc_cst_no043272
cst_id016920,cc_cst_no044939
cst_id048886,cc_cst_no064467
cst_id024699,cc_cst_no036002
cst_id036444,cc_cst_no039589
cst_id030873,cc_cst_no030048
cst_id039723,cc_cst_no031439
cst_id039723,cc_cst_no062660
cst_id000953,cc_cst_no023447
cst_id009191,cc_cst_no006301
cst_id009191,cc_cst_no060850
cst_id073602,cc_cst_no074544
cst_id040293,cc_cst_no068344
cst_id040293,cc_cst_no045663
cst_id044085,cc_cst_no014398
cst_id009761,cc_cst_no030168
cst_id066548,cc_cst_no038789
cst_id075983,cc_cst_no074202
cst_id075983,cc_cst_no057387
cst_id026972,cc_cst_no034305
cst_id025594,cc_cst_no037646
cst_id048222,cc_cst_no072745
cst_id048222,cc_cst_no056242
cst_id058649,cc_cst_no027566
cst_id002009,cc_cst_no034608
cst_id007218,cc_cst_no059843
cst_id072996,cc_cst_no048935
cst_id072996,cc_cst_no069005
cst_id039595,cc_cst_no018075
cst_id039595,cc_cst_no058353
cst_id021401,cc_cst_no013554
cst_id031231,cc_cst_no024879
cst_id031231,cc_cst_no059863
cst_id026214,cc_cst_no009152
cst_id020248,cc_cst_no050391
cst_id029640,cc_cst_no026901
cst_id040485,cc_cst_no016864
cst_id046306,cc_cst_no035005
cst_id005914,cc_cst_no016849
cst_id005914,cc_cst_no060390
cst_id071077,
cst_id055847,cc_cst_no041819
cst_id051859,cc_cst_no068790
cst_id051859,cc_cst_no044349
cst_id018404,cc_cst_no026654
cst_id038735,cc_cst_no053040
cst_id016450,cc_cst_no016392
cst_id002986,cc_cst_no060734
cst_id002986,cc_cst_no027085
cst_id018214,cc_cst_no050206
cst_id018214,cc_cst_no069408
cst_id028076,cc_cst_no020160
cst_id014858,cc_cst_no019378
cst_id020514,cc_cst_no066468
cst_id020514,cc_cst_no012241
cst_id053377,cc_cst_no057933
cst_id053377,cc_cst_no075121
cst_id053377,cc_cst_no057797
cst_id047426,
cst_id009200,cc_cst_no059914
cst_id009200,cc_cst_no025364
cst_id032120,cc_cst_no008956
cst_id034601,cc_cst_no039558
cst_id041437,cc_cst_no025716
cst_id016696,cc_cst_no015548
cst_id047251,cc_cst_no033708
cst_id057584,cc_cst_no075516
cst_id030068,cc_cst_no053321
cst_id067349,cc_cst_no047484
cst_id061946,cc_cst_no031737
cst_id062446,cc_cst_no050307
cst_id027682,cc_cst_no052088
cst_id063217,cc_cst_no063786
cst_id063217,cc_cst_no033697
cst_id061103,cc_cst_no046288
cst_id040362,cc_cst_no069629
cst_id060617,cc_cst_no030760
cst_id039505,cc_cst_no027296
cst_id068991,cc_cst_no047155
cst_id012965,cc_cst_no009937
cst_id019842,
cst_id060881,cc_cst_no030137
cst_id060881,cc_cst_no062078
cst_id033317,cc_cst_no025544
cst_id015939,cc_cst_no058212
cst_id030422,cc_cst_no050096
cst_id030422,cc_cst_no069362
cst_id030673,cc_cst_no029750
cst_id023270,cc_cst_no006122
cst_id053103,cc_cst_no028332
cst_id008979,cc_cst_no010400
cst_id008979,cc_cst_no059026
cst_id070734,cc_cst_no048204
cst_id067732,cc_cst_no074406
cst_id064861,cc_cst_no036081
cst_id077197,cc_cst_no075953
cst_id026563,cc_cst_no014664
cst_id064438,cc_cst_no035425
cst_id051380,cc_cst_no065347
cst_id051380,cc_cst_no048158
cst_id004143,cc_cst_no002949
cst_id004143,cc_cst_no065603
cst_id001109,cc_cst_no000990
cst_id067681,cc_cst_no043983
cst_id006541,cc_cst_no043450
cst_id062164,cc_cst_no032337
cst_id065645,cc_cst_no046500
cst_id044230,cc_cst_no014437
cst_id059367,cc_cst_no033020
cst_id055502,cc_cst_no028308
cst_id011957,cc_cst_no040095
cst_id060738,cc_cst_no062144
cst_id033104,cc_cst_no009679
cst_id071299,cc_cst_no052634
cst_id075269,cc_cst_no070680
cst_id044277,cc_cst_no037269
cst_id040255,cc_cst_no039687
cst_id000947,cc_cst_no000995
cst_id067962,cc_cst_no041109
cst_id027672,cc_cst_no030606
cst_id044851,cc_cst_no033572
cst_id029016,cc_cst_no016291
cst_id003520,cc_cst_no052628
cst_id037202,cc_cst_no035258
cst_id043046,cc_cst_no061147
cst_id043046,cc_cst_no028138
cst_id057602,cc_cst_no052999
cst_id015131,cc_cst_no005186
cst_id038314,cc_cst_no031949
cst_id038314,cc_cst_no062988
cst_id026651,cc_cst_no030211
cst_id068922,cc_cst_no049110
cst_id025783,cc_cst_no025621
cst_id030587,cc_cst_no030322
cst_id057762,cc_cst_no050138
cst_id004372,cc_cst_no065101
cst_id014139,cc_cst_no007488
cst_id014139,cc_cst_no061515
cst_id026983,cc_cst_no008380
cst_id030944,cc_cst_no025761
cst_id044289,cc_cst_no031797
cst_id035730,cc_cst_no033148
cst_id060544,cc_cst_no029727
cst_id030119,cc_cst_no027089
cst_id003794,cc_cst_no014926
cst_id062516,cc_cst_no032779
cst_id052970,cc_cst_no069606
cst_id052970,cc_cst_no050618
cst_id056850,cc_cst_no053499
cst_id020418,cc_cst_no030659
cst_id049110,cc_cst_no031650
cst_id020902,cc_cst_no010949
cst_id061953,cc_cst_no045869
cst_id001501,cc_cst_no060280
cst_id001501,cc_cst_no016925
cst_id026546,cc_cst_no028428
cst_id051448,cc_cst_no063210
cst_id070875,cc_cst_no048931
cst_id026991,cc_cst_no027277
cst_id014434,cc_cst_no008015
cst_id047068,cc_cst_no018656
cst_id047068,cc_cst_no060604
cst_id030321,cc_cst_no033765
cst_id030321,cc_cst_no063822
cst_id066370,cc_cst_no046396
cst_id059036,cc_cst_no061090
cst_id059036,cc_cst_no027981
cst_id040710,cc_cst_no017135
cst_id039951,cc_cst_no063809
cst_id039951,cc_cst_no045466
cst_id037639,cc_cst_no049322
cst_id046004,cc_cst_no015460
cst_id039360,cc_cst_no021319
cst_id039360,cc_cst_no059789
cst_id021696,cc_cst_no068584
cst_id021696,cc_cst_no046697
cst_id032404,cc_cst_no032216
cst_id025222,cc_cst_no033483
cst_id025222,cc_cst_no063713
cst_id046807,cc_cst_no050652
cst_id046807,cc_cst_no069615
cst_id078292,cc_cst_no073241
cst_id078292,cc_cst_no056784
cst_id023806,cc_cst_no008478
cst_id001408,cc_cst_no000867
cst_id000708,cc_cst_no063864
cst_id000708,cc_cst_no033892
cst_id062267,cc_cst_no050948
cst_id061993,cc_cst_no041075
cst_id031215,cc_cst_no051375
cst_id017668,cc_cst_no025783
cst_id068132,cc_cst_no072958
cst_id022933,cc_cst_no047966
cst_id019863,cc_cst_no024897
cst_id004845,cc_cst_no029613
cst_id071610,cc_cst_no046449
cst_id032455,cc_cst_no050907
cst_id020390,cc_cst_no027734
cst_id020390,cc_cst_no060398
cst_id015681,cc_cst_no002928
cst_id037078,cc_cst_no048473
cst_id037078,cc_cst_no068892
cst_id002566,cc_cst_no041408
cst_id009087,cc_cst_no008515
cst_id065804,cc_cst_no043793
cst_id066069,cc_cst_no049697
cst_id030374,cc_cst_no035697
cst_id030374,cc_cst_no062694
cst_id068400,cc_cst_no056023
cst_id074510,cc_cst_no070128
cst_id035504,cc_cst_no010763
cst_id055371,cc_cst_no071462
cst_id039902,cc_cst_no024576
cst_id025069,cc_cst_no007119
cst_id008739,cc_cst_no033682
cst_id011843,cc_cst_no059145
cst_id011843,cc_cst_no012190
cst_id016578,cc_cst_no072882
cst_id016578,cc_cst_no056335
cst_id046570,cc_cst_no064575
cst_id046570,cc_cst_no023019
cst_id067069,cc_cst_no039593
cst_id067069,cc_cst_no067613
cst_id052143,cc_cst_no032247
cst_id034291,
cst_id036610,cc_cst_no020533
cst_id036951,cc_cst_no061025
cst_id059931,cc_cst_no035930
cst_id020031,cc_cst_no053669
cst_id020031,cc_cst_no070612
cst_id044175,cc_cst_no034114
cst_id041500,cc_cst_no032556
cst_id062993,cc_cst_no054872
cst_id064291,cc_cst_no035203
cst_id068045,cc_cst_no052422
cst_id027485,cc_cst_no033631
cst_id043830,cc_cst_no014244
cst_id027602,
cst_id039109,cc_cst_no052986
cst_id035463,cc_cst_no067913
cst_id035463,cc_cst_no044198
cst_id068087,
cst_id053188,cc_cst_no047286
cst_id065475,cc_cst_no042269
cst_id049285,cc_cst_no006476
cst_id014950,cc_cst_no007013
cst_id014950,cc_cst_no067496
cst_id065894,cc_cst_no048299
cst_id072748,cc_cst_no048680
cst_id029318,cc_cst_no020177
cst_id035163,cc_cst_no010608
cst_id035163,cc_cst_no059098
cst_id054633,cc_cst_no062127
cst_id054633,cc_cst_no030244
cst_id066041,cc_cst_no047739
cst_id001009,cc_cst_no010512
cst_id010433,cc_cst_no002503
cst_id017205,cc_cst_no025323
cst_id061090,cc_cst_no049475
cst_id048424,cc_cst_no048903
cst_id048424,cc_cst_no071831
cst_id061115,cc_cst_no048040
cst_id034423,cc_cst_no030535
cst_id063938,cc_cst_no070240
cst_id063938,cc_cst_no052209
cst_id058204,cc_cst_no042565
cst_id058204,cc_cst_no068186
cst_id056344,cc_cst_no034227
cst_id056344,cc_cst_no064017
cst_id008096,cc_cst_no011831
cst_id066115,cc_cst_no038109
cst_id021391,cc_cst_no026906
cst_id034887,cc_cst_no066476
cst_id034887,cc_cst_no032585
cst_id053483,cc_cst_no028019
cst_id053408,cc_cst_no033086
cst_id030314,cc_cst_no014267
cst_id029083,cc_cst_no039114
cst_id029083,cc_cst_no066196
cst_id040229,cc_cst_no014163
cst_id008038,cc_cst_no023796
cst_id048381,cc_cst_no057869
cst_id048381,cc_cst_no075969
cst_id061274,cc_cst_no047335
cst_id047572,cc_cst_no048088
cst_id051176,cc_cst_no021221
cst_id056743,cc_cst_no043652
cst_id056743,cc_cst_no067763
cst_id056107,cc_cst_no037905
cst_id061307,cc_cst_no031995
cst_id011806,cc_cst_no051341
cst_id036600,cc_cst_no028929
cst_id016627,cc_cst_no021479
cst_id016627,cc_cst_no060584
cst_id012078,cc_cst_no065532
cst_id012078,cc_cst_no011286
cst_id005513,cc_cst_no007441
cst_id050989,cc_cst_no067417
cst_id050989,cc_cst_no028073
cst_id014023,cc_cst_no066902
cst_id014023,cc_cst_no041421
cst_id037485,cc_cst_no016261
cst_id077347,cc_cst_no053921
cst_id031362,cc_cst_no010416
cst_id023998,cc_cst_no013129
cst_id054809,cc_cst_no037796
cst_id005405,cc_cst_no000559
cst_id046522,cc_cst_no050162
cst_id046522,cc_cst_no063662
cst_id064735,cc_cst_no039350
cst_id031723,cc_cst_no025890
cst_id054820,cc_cst_no029981
cst_id019427,cc_cst_no040068
cst_id040958,cc_cst_no075239
cst_id066426,cc_cst_no043179
cst_id037749,cc_cst_no051568
cst_id059084,cc_cst_no028030
cst_id021329,cc_cst_no031909
cst_id039092,cc_cst_no017364
cst_id022914,cc_cst_no004585
cst_id051961,cc_cst_no020292
cst_id009076,cc_cst_no054608
cst_id034087,cc_cst_no014059
cst_id071080,cc_cst_no053310
cst_id050373,cc_cst_no018828
cst_id014123,cc_cst_no019544
cst_id058591,cc_cst_no038545
cst_id058933,cc_cst_no062554
cst_id058933,cc_cst_no031187
cst_id001504,cc_cst_no038887
cst_id046203,cc_cst_no024251
cst_id012563,cc_cst_no073622
cst_id058598,cc_cst_no027515
cst_id063670,cc_cst_no056006
cst_id037306,cc_cst_no022161
cst_id013540,cc_cst_no004817
cst_id021930,cc_cst_no034527
cst_id025677,cc_cst_no007305
cst_id075050,cc_cst_no071801
cst_id075050,cc_cst_no055203
cst_id059889,cc_cst_no061505
cst_id059889,cc_cst_no028965
cst_id041683,cc_cst_no068415
cst_id041683,cc_cst_no013247
cst_id065991,
cst_id040113,cc_cst_no027946
cst_id014759,cc_cst_no048711
cst_id023547,cc_cst_no073499
cst_id041910,cc_cst_no069650
cst_id041910,cc_cst_no050705
cst_id039026,cc_cst_no038074
cst_id024377,cc_cst_no067282
cst_id036406,cc_cst_no017782
cst_id025664,cc_cst_no026343
cst_id071007,cc_cst_no045424
cst_id027392,cc_cst_no026851
cst_id077404,cc_cst_no074273
cst_id033315,cc_cst_no031330
cst_id033315,cc_cst_no065513
cst_id014554,cc_cst_no015399
cst_id073577,cc_cst_no051557
cst_id021510,cc_cst_no042369
cst_id033781,cc_cst_no063484
cst_id033781,cc_cst_no032967
cst_id056947,cc_cst_no061927
cst_id047307,cc_cst_no031318
cst_id047307,cc_cst_no062617
cst_id056892,cc_cst_no057841
cst_id056892,cc_cst_no072184
cst_id021868,cc_cst_no010332
cst_id038399,cc_cst_no059926
cst_id038399,cc_cst_no035082
cst_id070920,cc_cst_no075341
cst_id005117,cc_cst_no020223
cst_id064384,cc_cst_no056971
cst_id064384,cc_cst_no073412
cst_id054687,cc_cst_no035836
cst_id050199,cc_cst_no046455
cst_id050199,cc_cst_no068537
cst_id032544,cc_cst_no033375
cst_id032544,cc_cst_no063670
cst_id032899,cc_cst_no043692
cst_id020704,
cst_id012658,cc_cst_no004780
cst_id012658,cc_cst_no059012
cst_id007569,cc_cst_no027454
cst_id038304,cc_cst_no012143
cst_id016515,cc_cst_no062922
cst_id016515,cc_cst_no021567
cst_id070918,
cst_id067045,cc_cst_no039550
cst_id044188,cc_cst_no034032
cst_id019050,cc_cst_no073962
cst_id002523,cc_cst_no061963
cst_id002523,cc_cst_no029868
cst_id067195,cc_cst_no045565
cst_id016007,cc_cst_no020766
cst_id057000,cc_cst_no060953
cst_id065880,cc_cst_no067362
cst_id057125,cc_cst_no062707
cst_id057125,cc_cst_no031515
cst_id040762,cc_cst_no060117
cst_id008908,cc_cst_no011473
cst_id057611,cc_cst_no029500
cst_id064950,cc_cst_no041976
cst_id013441,cc_cst_no019650
cst_id063072,cc_cst_no038475
cst_id063072,cc_cst_no065992
cst_id052424,cc_cst_no032248
cst_id045950,cc_cst_no059053
cst_id045950,cc_cst_no017710
cst_id032105,cc_cst_no019600
cst_id032105,cc_cst_no058008
cst_id005320,cc_cst_no001993
cst_id048470,cc_cst_no047361
cst_id068391,cc_cst_no069621
cst_id073018,cc_cst_no069021
cst_id073018,cc_cst_no048992
cst_id001620,cc_cst_no017191
cst_id018298,cc_cst_no018615
cst_id059519,cc_cst_no056894
cst_id059519,cc_cst_no073534
cst_id064808,cc_cst_no065001
cst_id064808,cc_cst_no035983
cst_id068172,cc_cst_no043348
cst_id068172,cc_cst_no067632
cst_id041790,cc_cst_no034805
cst_id041790,cc_cst_no066227
cst_id063975,cc_cst_no064243
cst_id063975,cc_cst_no034730
cst_id006399,cc_cst_no048709
cst_id039448,cc_cst_no019512
cst_id043596,cc_cst_no039548
cst_id033203,cc_cst_no055840
cst_id050446,cc_cst_no058651
cst_id028232,cc_cst_no025797
cst_id056585,cc_cst_no025236
cst_id036627,cc_cst_no048181
cst_id042881,
cst_id060267,cc_cst_no054721
cst_id038437,cc_cst_no075803
cst_id038437,cc_cst_no052277
cst_id020996,cc_cst_no067231
cst_id062295,cc_cst_no063172
cst_id062295,cc_cst_no032298
cst_id078601,cc_cst_no057454
cst_id005613,cc_cst_no008280
cst_id033058,cc_cst_no011183
cst_id046739,cc_cst_no062247
cst_id000900,cc_cst_no032003
cst_id072054,cc_cst_no051277
cst_id072054,cc_cst_no069889
cst_id036515,cc_cst_no054929
cst_id019376,cc_cst_no001773
cst_id016434,cc_cst_no021558
cst_id016434,cc_cst_no062878
cst_id015102,cc_cst_no005280
cst_id040202,cc_cst_no034969
cst_id040202,cc_cst_no064361
cst_id027645,cc_cst_no009436
cst_id000898,cc_cst_no003308
cst_id057741,cc_cst_no066699
cst_id057741,cc_cst_no032806
cst_id031290,cc_cst_no026879
cst_id039260,cc_cst_no070108
cst_id015899,cc_cst_no021118
cst_id067407,cc_cst_no047553
cst_id000768,cc_cst_no023262
cst_id041671,cc_cst_no069839
cst_id041671,cc_cst_no051176
cst_id059176,cc_cst_no031832
cst_id020890,cc_cst_no034956
cst_id012421,cc_cst_no034977
cst_id009617,cc_cst_no021577
cst_id046860,cc_cst_no026535
cst_id012828,cc_cst_no053370
cst_id007425,cc_cst_no001486
cst_id014606,cc_cst_no001667
cst_id007722,cc_cst_no010533
cst_id007722,cc_cst_no058936
cst_id028940,cc_cst_no054434
cst_id008080,cc_cst_no004806
cst_id008080,cc_cst_no058961
cst_id032052,cc_cst_no025669
cst_id071537,cc_cst_no048152
cst_id047828,cc_cst_no058789
cst_id047828,cc_cst_no016915
cst_id023331,cc_cst_no006308
cst_id023331,cc_cst_no061671
cst_id038988,cc_cst_no056903
cst_id038988,cc_cst_no073462
cst_id064509,cc_cst_no064652
cst_id064509,cc_cst_no035526
cst_id007466,cc_cst_no029756
cst_id007466,cc_cst_no061908
cst_id032103,cc_cst_no011635
cst_id006600,cc_cst_no052959
cst_id045060,cc_cst_no067621
cst_id045060,cc_cst_no038524
cst_id054369,cc_cst_no046363
cst_id048052,cc_cst_no024926
cst_id070834,cc_cst_no045183
cst_id038342,cc_cst_no012154
cst_id009860,cc_cst_no065195
cst_id009860,cc_cst_no036748
cst_id059240,cc_cst_no049171
cst_id039327,cc_cst_no014872
cst_id028804,
cst_id071796,cc_cst_no050496
cst_id060691,cc_cst_no049950
cst_id024804,cc_cst_no018678
cst_id039438,cc_cst_no020301
cst_id072162,cc_cst_no047434
cst_id011266,cc_cst_no004030
cst_id067424,cc_cst_no050006
cst_id015313,cc_cst_no033143
cst_id065599,cc_cst_no043474
cst_id065599,cc_cst_no067672
cst_id010982,cc_cst_no002785
cst_id065852,cc_cst_no065711
cst_id065852,cc_cst_no037697
cst_id037282,
cst_id023352,cc_cst_no019252
cst_id023352,cc_cst_no061376
cst_id070652,cc_cst_no070722
cst_id070652,cc_cst_no051831
cst_id038610,cc_cst_no060931
cst_id038610,cc_cst_no038794
cst_id015871,cc_cst_no028110
cst_id019638,cc_cst_no021651
cst_id019638,cc_cst_no062107
cst_id047024,cc_cst_no038019
cst_id035433,cc_cst_no050638
cst_id055370,cc_cst_no032255
cst_id024076,cc_cst_no070253
cst_id024076,cc_cst_no052240
cst_id006201,cc_cst_no011995
cst_id025387,cc_cst_no007229
cst_id047420,cc_cst_no044287
cst_id017117,cc_cst_no065355
cst_id017117,cc_cst_no023752
cst_id076029,
cst_id047459,cc_cst_no028785
cst_id047459,cc_cst_no061426
cst_id044805,cc_cst_no029726
cst_id044805,cc_cst_no061890
cst_id042645,cc_cst_no038618
cst_id042645,cc_cst_no066046
cst_id012393,cc_cst_no024419
cst_id035991,cc_cst_no048952
cst_id035991,cc_cst_no069010
cst_id020528,cc_cst_no052909
cst_id051849,cc_cst_no066226
cst_id051849,cc_cst_no020921
cst_id053930,cc_cst_no043440
cst_id072704,cc_cst_no048365
cst_id051475,cc_cst_no023257
cst_id018742,cc_cst_no014657
cst_id018742,cc_cst_no058081
cst_id053071,cc_cst_no021751
cst_id061282,cc_cst_no062364
cst_id061282,cc_cst_no030715
cst_id020985,cc_cst_no025268
cst_id027618,cc_cst_no063777
cst_id027618,cc_cst_no015977
cst_id018823,
cst_id005254,cc_cst_no025652
cst_id021860,cc_cst_no040870
cst_id015144,cc_cst_no051281
cst_id035273,cc_cst_no049123
cst_id035273,cc_cst_no069056
cst_id022670,
cst_id058750,cc_cst_no033137
cst_id058750,cc_cst_no063095
cst_id053160,cc_cst_no054566
cst_id036556,cc_cst_no040399
cst_id011272,cc_cst_no007790
cst_id043303,cc_cst_no031691
cst_id052683,
cst_id050725,cc_cst_no059912
cst_id050725,cc_cst_no025020
cst_id068961,cc_cst_no042519
cst_id034054,cc_cst_no013995
cst_id025684,cc_cst_no059556
cst_id025684,cc_cst_no040484
cst_id030387,cc_cst_no063262
cst_id030387,cc_cst_no033482
cst_id028298,cc_cst_no009639
cst_id020383,cc_cst_no069287
cst_id020383,cc_cst_no049945
cst_id002159,
cst_id025418,cc_cst_no050364
cst_id007472,cc_cst_no006551
cst_id035752,cc_cst_no032624
cst_id035752,cc_cst_no063321
cst_id008002,cc_cst_no014243
cst_id026738,cc_cst_no066629
cst_id026738,cc_cst_no021122
cst_id025547,cc_cst_no013182
cst_id025547,cc_cst_no069540
cst_id060331,cc_cst_no034877
cst_id018431,cc_cst_no030949
cst_id038949,cc_cst_no036700
cst_id036626,cc_cst_no012924
cst_id008634,cc_cst_no000520
cst_id061281,cc_cst_no054084
cst_id006380,cc_cst_no014796
cst_id023262,cc_cst_no006084
cst_id057437,cc_cst_no066011
cst_id057437,cc_cst_no044221
cst_id031534,cc_cst_no073517
cst_id031534,cc_cst_no056902
cst_id053498,cc_cst_no028693
cst_id061182,cc_cst_no066234
cst_id061182,cc_cst_no030556
cst_id071648,cc_cst_no046637
cst_id042414,cc_cst_no068296
cst_id042414,cc_cst_no045525
cst_id049192,cc_cst_no066388
cst_id049192,cc_cst_no039907
cst_id039191,cc_cst_no027262
cst_id041021,cc_cst_no033463
cst_id010154,cc_cst_no001533
cst_id046805,cc_cst_no039135
cst_id046805,cc_cst_no058224
cst_id073561,cc_cst_no053748
cst_id068532,cc_cst_no055657
cst_id071574,cc_cst_no071364
cst_id071574,cc_cst_no054800
cst_id052974,cc_cst_no021159
cst_id004382,cc_cst_no000024
cst_id007969,cc_cst_no000777
cst_id050279,cc_cst_no018756
cst_id000328,
cst_id071374,cc_cst_no048724
cst_id049493,cc_cst_no018262
cst_id039529,cc_cst_no026985
cst_id027472,cc_cst_no020710
cst_id031034,cc_cst_no045318
cst_id031034,cc_cst_no068244
cst_id018962,cc_cst_no023728
cst_id046438,cc_cst_no019611
cst_id004811,cc_cst_no007667
cst_id060664,
cst_id017789,cc_cst_no028103
cst_id009879,cc_cst_no000657
cst_id074586,
cst_id026974,cc_cst_no037465
cst_id065233,cc_cst_no039870
cst_id021205,cc_cst_no017415
cst_id008443,
cst_id053873,
cst_id029237,cc_cst_no067825
cst_id029237,cc_cst_no043846
cst_id026966,cc_cst_no027785
cst_id029902,
cst_id006205,cc_cst_no014380
cst_id033423,cc_cst_no070047
cst_id033423,cc_cst_no051752
cst_id024132,
cst_id044096,cc_cst_no014518
cst_id018315,cc_cst_no066063
cst_id018315,cc_cst_no023445
cst_id002373,cc_cst_no024627
cst_id007470,cc_cst_no003238
cst_id017085,cc_cst_no048356
cst_id014916,cc_cst_no037871
cst_id007249,cc_cst_no020689
cst_id028576,cc_cst_no019177
cst_id058818,cc_cst_no068540
cst_id058818,cc_cst_no045707
cst_id043333,cc_cst_no065876
cst_id074803,cc_cst_no057567
cst_id074803,cc_cst_no074605
cst_id020190,cc_cst_no016084
cst_id039553,cc_cst_no020716
cst_id026845,cc_cst_no038447
cst_id058030,cc_cst_no027016
cst_id003497,cc_cst_no025484
cst_id026500,cc_cst_no063553
cst_id026500,cc_cst_no009229
cst_id045383,cc_cst_no014187
cst_id019466,cc_cst_no007115
cst_id042634,cc_cst_no037287
cst_id035187,cc_cst_no042276
cst_id050111,cc_cst_no032273
cst_id037138,cc_cst_no067957
cst_id037138,cc_cst_no044347
cst_id073597,
cst_id061075,cc_cst_no066898
cst_id061075,cc_cst_no041396
cst_id037410,cc_cst_no029911
cst_id074134,
cst_id001771,cc_cst_no000616
cst_id064077,
cst_id006475,cc_cst_no022257
cst_id043765,
cst_id020956,cc_cst_no004405
cst_id065195,cc_cst_no049751
cst_id065195,cc_cst_no069222
cst_id026797,cc_cst_no051790
cst_id026797,cc_cst_no072788
cst_id003721,cc_cst_no004299
cst_id075253,
cst_id060391,cc_cst_no035763
cst_id005043,cc_cst_no005040
cst_id066761,cc_cst_no057140
cst_id066761,cc_cst_no073936
cst_id036679,
cst_id067024,
cst_id002648,cc_cst_no068254
cst_id002648,cc_cst_no004011
cst_id044744,cc_cst_no066106
cst_id044744,cc_cst_no038816
cst_id055581,cc_cst_no031474
cst_id009189,cc_cst_no029896
cst_id048180,cc_cst_no022665
cst_id004563,cc_cst_no007275
cst_id018831,cc_cst_no012866
cst_id065377,cc_cst_no065330
cst_id065377,cc_cst_no036959
cst_id055739,cc_cst_no041014
cst_id058170,cc_cst_no045800
cst_id031203,cc_cst_no034792
cst_id053638,cc_cst_no022001
cst_id024233,cc_cst_no039460
cst_id048046,cc_cst_no071212
cst_id035785,cc_cst_no044977
cst_id010338,cc_cst_no052358
cst_id012050,cc_cst_no044286
cst_id069349,cc_cst_no072765
cst_id069349,cc_cst_no056257
cst_id022982,cc_cst_no004898
cst_id061231,cc_cst_no068813
cst_id061231,cc_cst_no043512
cst_id016678,cc_cst_no069306
cst_id016678,cc_cst_no049825
cst_id030935,cc_cst_no051182
cst_id068458,
cst_id067839,cc_cst_no051472
cst_id067839,cc_cst_no075367
cst_id011119,cc_cst_no005164
cst_id003434,cc_cst_no024939
cst_id027493,cc_cst_no008135
cst_id032796,cc_cst_no067604
cst_id032796,cc_cst_no037472
cst_id006916,cc_cst_no002426
cst_id003151,cc_cst_no004336
cst_id058005,cc_cst_no054104
cst_id036169,cc_cst_no011291
cst_id007190,cc_cst_no003319
cst_id027742,cc_cst_no043631
cst_id031702,cc_cst_no071986
cst_id031702,cc_cst_no055385
cst_id014261,
cst_id037558,cc_cst_no013538
cst_id037558,cc_cst_no068003
cst_id074783,cc_cst_no052393
cst_id030085,cc_cst_no047291
cst_id006033,cc_cst_no027972
cst_id006311,cc_cst_no006763
cst_id065767,cc_cst_no066956
cst_id065767,cc_cst_no041603
cst_id036088,cc_cst_no027661
cst_id001842,cc_cst_no021300
cst_id071906,cc_cst_no046970
cst_id058846,cc_cst_no063263
cst_id058846,cc_cst_no032363
cst_id066523,cc_cst_no039037
cst_id042268,cc_cst_no013479
cst_id006817,cc_cst_no000243
cst_id001938,cc_cst_no007987
cst_id035129,cc_cst_no061971
cst_id035129,cc_cst_no033341
cst_id036303,cc_cst_no035842
cst_id062800,
cst_id065434,cc_cst_no037385
cst_id060847,cc_cst_no030117
cst_id049606,cc_cst_no042576
cst_id008876,cc_cst_no062261
cst_id008876,cc_cst_no020960
cst_id056364,cc_cst_no030292
cst_id034354,cc_cst_no010298
cst_id027882,cc_cst_no033140
cst_id027882,cc_cst_no066238
cst_id035499,cc_cst_no016042
cst_id051541,cc_cst_no040137
cst_id013173,cc_cst_no009379
cst_id048505,
cst_id076733,
cst_id074224,cc_cst_no050670
cst_id004628,cc_cst_no006475
cst_id060226,cc_cst_no029359
cst_id006252,cc_cst_no001251
cst_id040994,cc_cst_no074979
cst_id022681,cc_cst_no003671
cst_id034347,
cst_id022186,
cst_id041062,cc_cst_no033312
cst_id041062,cc_cst_no063635
cst_id059922,cc_cst_no061531
cst_id059922,cc_cst_no031157
cst_id009153,cc_cst_no046379
cst_id069197,cc_cst_no050412
cst_id029787,cc_cst_no016649
cst_id040303,cc_cst_no041936
cst_id061042,cc_cst_no030381
cst_id063406,cc_cst_no033936
cst_id033331,cc_cst_no043357
cst_id006685,cc_cst_no012324
cst_id038980,cc_cst_no012501
cst_id038980,cc_cst_no058681
cst_id036646,cc_cst_no055347
cst_id036646,cc_cst_no058303
cst_id062869,
cst_id014174,
cst_id001958,cc_cst_no000954
